,w,LENSE_above,LENSE_all,LENSE_below
122,0.3526315789473684,0.1842105263157895,0.2999393627779693,0.5
123,0.3526315789473684,0.22631578947368422,0.32509790814103867,0.5
124,0.3526315789473684,0.26842105263157895,0.35224020293701763,0.5
125,0.3526315789473684,0.31052631578947365,0.37964885202460275,0.5
126,0.3526315789473684,0.3526315789473684,0.4042833443496674,0.5
127,0.3526315789473684,0.39473684210526316,0.4323078222763468,0.5
128,0.3526315789473684,0.4368421052631579,0.45927155593640134,0.5
129,0.3526315789473684,0.4789473684210527,0.4853308590110641,0.5
130,0.3526315789473684,0.5210526315789473,0.5119520201839258,0.5
131,0.3526315789473684,0.5631578947368421,0.5396120214978551,0.5
132,0.3526315789473684,0.6052631578947368,0.5652925461644931,0.5
133,0.3526315789473684,0.6473684210526316,0.592165174369939,0.5
134,0.3526315789473684,0.6894736842105262,0.6201746891837641,0.5
135,0.3526315789473684,0.731578947368421,0.6457877458211491,0.5
136,0.3526315789473684,0.7736842105263158,0.6723167301907688,0.5
137,0.3526315789473684,0.8157894736842105,0.6994465029353629,0.5
138,0.3526315789473684,0.8578947368421053,0.7268870822739908,0.5
139,0.3526315789473684,0.9,0.7535817414993666,0.5
140,0.39473684210526316,0.1,0.2604260521469066,0.5
141,0.39473684210526316,0.14210526315789473,0.287785360969921,0.5
142,0.39473684210526316,0.1842105263157895,0.31151383868013316,0.5
143,0.39473684210526316,0.22631578947368422,0.3369577145562548,0.5
144,0.39473684210526316,0.26842105263157895,0.36166165779160697,0.5
145,0.39473684210526316,0.31052631578947365,0.3870616339304386,0.5
146,0.39473684210526316,0.3526315789473684,0.41115549461988044,0.5
147,0.39473684210526316,0.39473684210526316,0.43562539391581545,0.5
148,0.39473684210526316,0.4368421052631579,0.46160503411860276,0.5
149,0.39473684210526316,0.4789473684210527,0.48676934461882726,0.5
150,0.39473684210526316,0.5210526315789473,0.5111334894729576,0.5
151,0.39473684210526316,0.5631578947368421,0.5363701802522114,0.5
152,0.39473684210526316,0.6052631578947368,0.5619674709795,0.5
153,0.39473684210526316,0.6473684210526316,0.5867203806842979,0.5
154,0.39473684210526316,0.6894736842105262,0.6119598421514214,0.5
155,0.39473684210526316,0.731578947368421,0.637295695871269,0.5
156,0.39473684210526316,0.7736842105263158,0.6627200774534318,0.5
157,0.39473684210526316,0.8157894736842105,0.68668783704667,0.5
158,0.39473684210526316,0.8578947368421053,0.7113330293519607,0.5
159,0.39473684210526316,0.9,0.736340950350023,0.5
160,0.4368421052631579,0.1,0.2769206978090655,0.5
161,0.4368421052631579,0.14210526315789473,0.2984776805641073,0.5
162,0.4368421052631579,0.1842105263157895,0.3234747950572431,0.5
163,0.4368421052631579,0.22631578947368422,0.3472192751276971,0.5
164,0.4368421052631579,0.26842105263157895,0.3691540777967105,0.5
165,0.4368421052631579,0.31052631578947365,0.3928796374359206,0.5
166,0.4368421052631579,0.3526315789473684,0.4179504062693552,0.5
167,0.4368421052631579,0.39473684210526316,0.44104294819537027,0.5
168,0.4368421052631579,0.4368421052631579,0.4652083795865556,0.5
169,0.4368421052631579,0.4789473684210527,0.4868191976886538,0.5
170,0.4368421052631579,0.5210526315789473,0.5118388096680179,0.5
171,0.4368421052631579,0.5631578947368421,0.5337995130605996,0.5
172,0.4368421052631579,0.6052631578947368,0.5583444131026898,0.5
173,0.4368421052631579,0.6473684210526316,0.5817281272076573,0.5
174,0.4368421052631579,0.6894736842105262,0.6047003259826527,0.5
175,0.4368421052631579,0.731578947368421,0.6280992815272566,0.5
176,0.4368421052631579,0.7736842105263158,0.652104394914681,0.5
177,0.4368421052631579,0.8157894736842105,0.6748907169952316,0.5
178,0.4368421052631579,0.8578947368421053,0.6994516453094946,0.5
179,0.4368421052631579,0.9,0.7223326133331852,0.5
180,0.4789473684210527,0.1,0.2917176781644857,0.5
181,0.4789473684210527,0.14210526315789473,0.31353156532771953,0.5
182,0.4789473684210527,0.1842105263157895,0.3337283278756261,0.5
183,0.4789473684210527,0.22631578947368422,0.3568668118932681,0.5
184,0.4789473684210527,0.26842105263157895,0.37988188122601774,0.5
185,0.4789473684210527,0.31052631578947365,0.4004177896063599,0.5
186,0.4789473684210527,0.3526315789473684,0.4222660748757312,0.5
187,0.4789473684210527,0.39473684210526316,0.4440363104290215,0.5
188,0.4789473684210527,0.4368421052631579,0.4663483564903943,0.5
189,0.4789473684210527,0.4789473684210527,0.4885850420823944,0.5
190,0.4789473684210527,0.5210526315789473,0.5094252700143264,0.5
191,0.4789473684210527,0.5631578947368421,0.5320538738966076,0.5
192,0.4789473684210527,0.6052631578947368,0.5534572630936785,0.5
193,0.4789473684210527,0.6473684210526316,0.5761500071670134,0.5
194,0.4789473684210527,0.6894736842105262,0.5985499895565227,0.5
195,0.4789473684210527,0.731578947368421,0.6198177029081866,0.5
196,0.4789473684210527,0.7736842105263158,0.6409937041421732,0.5
197,0.4789473684210527,0.8157894736842105,0.6629073793986509,0.5
198,0.4789473684210527,0.8578947368421053,0.684948364602499,0.5
199,0.4789473684210527,0.9,0.7072214232640315,0.5
200,0.5210526315789473,0.1,0.3113084438932253,0.5
201,0.5210526315789473,0.14210526315789473,0.3319630594998123,0.5
202,0.5210526315789473,0.1842105263157895,0.35357889302051637,0.5
203,0.5210526315789473,0.22631578947368422,0.37061048458611623,0.5
204,0.5210526315789473,0.26842105263157895,0.3903464313886532,0.5
205,0.5210526315789473,0.31052631578947365,0.4105097315041658,0.5
206,0.5210526315789473,0.3526315789473684,0.43121556248677206,0.5
207,0.5210526315789473,0.39473684210526316,0.45105432181168437,0.5
208,0.5210526315789473,0.4368421052631579,0.4703650908440894,0.5
209,0.5210526315789473,0.4789473684210527,0.4897112304713541,0.5
210,0.5210526315789473,0.5210526315789473,0.5098752463020406,0.5
211,0.5210526315789473,0.5631578947368421,0.5295743744983912,0.5
212,0.5210526315789473,0.6052631578947368,0.5490208213957415,0.5
213,0.5210526315789473,0.6473684210526316,0.56836157480526,0.5
214,0.5210526315789473,0.6894736842105262,0.5878019729214212,0.5
215,0.5210526315789473,0.731578947368421,0.6078439630949741,0.5
216,0.5210526315789473,0.7736842105263158,0.6269725167899598,0.5
217,0.5210526315789473,0.8157894736842105,0.6472480236408562,0.5
218,0.5210526315789473,0.8578947368421053,0.6671568854660102,0.5
219,0.5210526315789473,0.9,0.6863884393988062,0.5
220,0.5631578947368421,0.1,0.3265554261161606,0.5
221,0.5631578947368421,0.14210526315789473,0.34376027543338783,0.5
222,0.5631578947368421,0.1842105263157895,0.362289577834386,0.5
223,0.5631578947368421,0.22631578947368422,0.3807137518039567,0.5
224,0.5631578947368421,0.26842105263157895,0.398227390270508,0.5
225,0.5631578947368421,0.31052631578947365,0.4158016518845068,0.5
226,0.5631578947368421,0.3526315789473684,0.4342358500363316,0.5
227,0.5631578947368421,0.39473684210526316,0.45331672712672666,0.5
228,0.5631578947368421,0.4368421052631579,0.4716593878015176,0.5
229,0.5631578947368421,0.4789473684210527,0.49050723699503107,0.5
230,0.5631578947368421,0.5210526315789473,0.5077726569030485,0.5
231,0.5631578947368421,0.5631578947368421,0.526099796746549,0.5
232,0.5631578947368421,0.6052631578947368,0.5454940933223831,0.5
233,0.5631578947368421,0.6473684210526316,0.5624429480258473,0.5
234,0.5631578947368421,0.6894736842105262,0.5810920685206438,0.5
235,0.5631578947368421,0.731578947368421,0.5998212186000438,0.5
236,0.5631578947368421,0.7736842105263158,0.6178215650153704,0.5
237,0.5631578947368421,0.8157894736842105,0.6356671956097555,0.5
238,0.5631578947368421,0.8578947368421053,0.6536285304796148,0.5
239,0.5631578947368421,0.9,0.6727423910124299,0.5
240,0.6052631578947368,0.1,0.3463736908386792,0.5
241,0.6052631578947368,0.14210526315789473,0.3631445786310469,0.5
242,0.6052631578947368,0.1842105263157895,0.3781640570681525,0.5
243,0.6052631578947368,0.22631578947368422,0.39344431214648234,0.5
244,0.6052631578947368,0.26842105263157895,0.4120123650041748,0.5
245,0.6052631578947368,0.31052631578947365,0.42673708736676796,0.5
246,0.6052631578947368,0.3526315789473684,0.44349677777476393,0.5
247,0.6052631578947368,0.39473684210526316,0.45781036363200944,0.5
248,0.6052631578947368,0.4368421052631579,0.47416253948341514,0.5
249,0.6052631578947368,0.4789473684210527,0.49016620770127683,0.5
250,0.6052631578947368,0.5210526315789473,0.5078329997430276,0.5
251,0.6052631578947368,0.5631578947368421,0.5240933495606596,0.5
252,0.6052631578947368,0.6052631578947368,0.5398669762376129,0.5
253,0.6052631578947368,0.6473684210526316,0.5556901147906184,0.5
254,0.6052631578947368,0.6894736842105262,0.5719565044958455,0.5
255,0.6052631578947368,0.731578947368421,0.5876992092745963,0.5
256,0.6052631578947368,0.7736842105263158,0.6043127318932027,0.5
257,0.6052631578947368,0.8157894736842105,0.6200746182966126,0.5
258,0.6052631578947368,0.8578947368421053,0.6367704560621561,0.5
259,0.6052631578947368,0.9,0.6531351056508612,0.5
260,0.6473684210526316,0.1,0.35923249790909173,0.5
261,0.6473684210526316,0.14210526315789473,0.3739965130005768,0.5
262,0.6473684210526316,0.1842105263157895,0.3886743324009303,0.5
263,0.6473684210526316,0.22631578947368422,0.4043399221208206,0.5
264,0.6473684210526316,0.26842105263157895,0.4181973016945769,0.5
265,0.6473684210526316,0.31052631578947365,0.4336112458743143,0.5
266,0.6473684210526316,0.3526315789473684,0.4468073063364184,0.5
267,0.6473684210526316,0.39473684210526316,0.46211870486970197,0.5
268,0.6473684210526316,0.4368421052631579,0.4773130179146734,0.5
269,0.6473684210526316,0.4789473684210527,0.49168657319653564,0.5
270,0.6473684210526316,0.5210526315789473,0.5077224095667161,0.5
271,0.6473684210526316,0.5631578947368421,0.5219623004235081,0.5
272,0.6473684210526316,0.6052631578947368,0.536841532121134,0.5
273,0.6473684210526316,0.6473684210526316,0.5510176858624851,0.5
274,0.6473684210526316,0.6894736842105262,0.5660923364198192,0.5
275,0.6473684210526316,0.731578947368421,0.580747452491797,0.5
276,0.6473684210526316,0.7736842105263158,0.5950014088493373,0.5
277,0.6473684210526316,0.8157894736842105,0.6101818919506927,0.5
278,0.6473684210526316,0.8578947368421053,0.6251736704280215,0.5
279,0.6473684210526316,0.9,0.6397954954709024,0.5
280,0.6894736842105262,0.1,0.3793257797405847,0.5
281,0.6894736842105262,0.14210526315789473,0.39031262147018664,0.5
282,0.6894736842105262,0.1842105263157895,0.40382017674433457,0.5
283,0.6894736842105262,0.22631578947368422,0.4163495905399385,0.5
284,0.6894736842105262,0.26842105263157895,0.4281294647338777,0.5
285,0.6894736842105262,0.31052631578947365,0.44277424633588713,0.5
286,0.6894736842105262,0.3526315789473684,0.45389809451315744,0.5
287,0.6894736842105262,0.39473684210526316,0.46718587007820944,0.5
288,0.6894736842105262,0.4368421052631579,0.48015069647120234,0.5
289,0.6894736842105262,0.4789473684210527,0.4931562200827655,0.5
290,0.6894736842105262,0.5210526315789473,0.5057895098864706,0.5
291,0.6894736842105262,0.5631578947368421,0.5178523961748429,0.5
292,0.6894736842105262,0.6052631578947368,0.5304949527914736,0.5
293,0.6894736842105262,0.6473684210526316,0.5449524467792208,0.5
294,0.6894736842105262,0.6894736842105262,0.5568749357963247,0.5
295,0.6894736842105262,0.731578947368421,0.5699668736952852,0.5
296,0.6894736842105262,0.7736842105263158,0.5827387711438867,0.5
297,0.6894736842105262,0.8157894736842105,0.5959319587507736,0.5
298,0.6894736842105262,0.8578947368421053,0.6080154244313059,0.5
299,0.6894736842105262,0.9,0.6204426010203501,0.5
300,0.731578947368421,0.1,0.3926867543044611,0.5
301,0.731578947368421,0.14210526315789473,0.4066100880529907,0.5
302,0.731578947368421,0.1842105263157895,0.4146138430734694,0.5
303,0.731578947368421,0.22631578947368422,0.42731314557664835,0.5
304,0.731578947368421,0.26842105263157895,0.43961195156611954,0.5
305,0.731578947368421,0.31052631578947365,0.4510063099011935,0.5
306,0.731578947368421,0.3526315789473684,0.4602617098484919,0.5
307,0.731578947368421,0.39473684210526316,0.4713808483082098,0.5
308,0.731578947368421,0.4368421052631579,0.4839082037952025,0.5
309,0.731578947368421,0.4789473684210527,0.494749050720504,0.5
310,0.731578947368421,0.5210526315789473,0.5044627847905712,0.5
311,0.731578947368421,0.5631578947368421,0.5156029600994336,0.5
312,0.731578947368421,0.6052631578947368,0.527647291246656,0.5
313,0.731578947368421,0.6473684210526316,0.5391046403314971,0.5
314,0.731578947368421,0.6894736842105262,0.5490088136432042,0.5
315,0.731578947368421,0.731578947368421,0.5610346549555055,0.5
316,0.731578947368421,0.7736842105263158,0.5715803541138957,0.5
